id,AuthorID,Author,DateTime,Content,Attachments,Reactions,Attachment_type,ReactionsCount,Channel_name,Content_Length,dt,created_at,created_by,Dimension
71291,556120232582971424,Senpai_JJ#8864,2021-11-25 22:11:00,10 flats each.,null,null,null,0,finance,14.0,2021-11-25,2022-07-14 13:43:15.385042,Utkarsh,Career_Passion
71292,556120232582971424,Senpai_JJ#8864,2021-11-25 22:11:00,Today Lodha Group builds one building. It has 10 flats in it. Generally it has been observed that within 6-8 months flats will be sold.,null,null,null,0,finance,135.0,2021-11-25,2022-07-14 13:43:15.389651,Utkarsh,Career_Passion
71293,556120232582971424,Senpai_JJ#8864,2021-11-25 22:12:00,I doubt that.,null,null,null,0,finance,13.0,2021-11-25,2022-07-14 13:43:15.394189,Utkarsh,Career_Passion
71294,556120232582971424,Senpai_JJ#8864,2021-11-25 22:12:00,"Similarly, IT industries have order books or contract values. We’ll come to know these are to be executed over how many months.",null,null,null,0,finance,127.0,2021-11-25,2022-07-14 13:43:15.398535,Utkarsh,Career_Passion
71295,556120232582971424,Senpai_JJ#8864,2021-11-25 22:13:00,Apply growth rate to this total contract value based on historical growth in total contract value,null,null,null,0,finance,97.0,2021-11-25,2022-07-14 13:43:15.402997,Utkarsh,Career_Passion
71296,556120232582971424,Senpai_JJ#8864,2021-11-25 22:13:00,Or based on what management says.,null,null,null,0,finance,33.0,2021-11-25,2022-07-14 13:43:15.407728,Utkarsh,Career_Passion
71297,556120232582971424,Senpai_JJ#8864,2021-11-25 22:13:00,Does this help?,null,null,null,0,finance,15.0,2021-11-25,2022-07-14 13:43:15.412196,Utkarsh,Career_Passion
71298,556120232582971424,Senpai_JJ#8864,2021-11-25 22:13:00,Or we can alternatively have a call to clear the doubt if you want.,null,null,null,0,finance,67.0,2021-11-25,2022-07-14 13:43:15.416460,Utkarsh,Career_Passion
71299,777181941974958080,ATHARVA#5766,2021-11-25 22:14:00,Yes sir plzz,null,null,null,0,finance,12.0,2021-11-25,2022-07-14 13:43:15.420826,Utkarsh,Career_Passion
71300,556120232582971424,Senpai_JJ#8864,2021-11-25 22:14:00,Cool. I was told by @Prashant Jindal that you’ll have to share a link,null,null,null,0,finance,69.0,2021-11-25,2022-07-14 13:43:15.425063,Utkarsh,Career_Passion
71301,556120232582971424,Senpai_JJ#8864,2021-11-25 22:15:00,Can we do it at 10.35pm?,null,😊 (1),null,1,finance,24.0,2021-11-25,2022-07-14 13:43:15.429825,Utkarsh,Career_Passion
71302,777181941974958080,ATHARVA#5766,2021-11-25 22:15:00,Ok sir sure..,null,null,null,0,finance,13.0,2021-11-25,2022-07-14 13:43:15.434448,Utkarsh,Career_Passion
71303,556120232582971424,Senpai_JJ#8864,2021-11-25 22:15:00,Perfect!,null,😇 (1),null,1,finance,8.0,2021-11-25,2022-07-14 13:43:15.439007,Utkarsh,Career_Passion
71304,556120232582971424,Senpai_JJ#8864,2021-11-25 22:29:00,We’ll use the call personal mentor (here on discord itself) at 10.35 instead of the link thing. Will be hassle free @ATHARVA,null,null,null,0,finance,124.0,2021-11-25,2022-07-14 13:43:15.443337,Utkarsh,Career_Passion
71305,777181941974958080,ATHARVA#5766,2021-11-25 22:29:00,Ok sir perfect,null,null,null,0,finance,14.0,2021-11-25,2022-07-14 13:43:15.447989,Utkarsh,Career_Passion
71306,760346075994390538,argus#2468,2021-11-26 00:53:00,"Meditation and exercises done! 

Realization : Facing the unknown brings clarity",null,💯 (2),null,2,college-life-problems,80.0,2021-11-26,2022-07-14 13:43:15.452421,Utkarsh,Mindset_Mentorship
71307,790253032260239380,Tarun_17#4341,2021-11-26 06:40:00,"absolutely Keshav ✨✨, I can feel the fire in you 🔥",null,❤️ (2),null,2,design,50.0,2021-11-26,2022-07-14 13:43:15.456961,Utkarsh,Career_Passion
71308,777181941974958080,ATHARVA#5766,2021-11-26 15:13:00,"Hii guys! I just finished my equity research exploration. Best thing I found in this role is the way they closely analyze small groups of stocks on order to provide insightful ideas and recommendations to the firms salesforce and traders, directly to institutional investors and to general investing public is amazing. Love to explore this journey more 🥳",null,null,null,0,finance,354.0,2021-11-26,2022-07-14 13:43:15.461646,Utkarsh,Career_Passion
71309,777181941974958080,ATHARVA#5766,2021-11-26 15:15:00,"I finished my research report. 
Ask for ur feedback.",null,null,null,0,finance,52.0,2021-11-26,2022-07-14 13:43:15.467805,Utkarsh,Career_Passion
71310,777181941974958080,ATHARVA#5766,2021-11-26 15:16:00,Emailing MPHASIS.atharva.pdf,https://cdn.discordapp.com/attachments/894962526947774494/913727288649089055/MPHASIS.atharva.pdf,null,Document,0,finance,28.0,2021-11-26,2022-07-14 13:43:15.472101,Utkarsh,Career_Passion
71311,556120232582971424,Senpai_JJ#8864,2021-11-26 15:18:00,Thanks for sharing your experience Atharva! I’ll go through the report and share initial feedback on it by tonight,null,null,null,0,finance,114.0,2021-11-26,2022-07-14 13:43:15.476862,Utkarsh,Career_Passion
71312,777181941974958080,ATHARVA#5766,2021-11-26 15:38:00,Okk sir :),null,null,null,0,finance,10.0,2021-11-26,2022-07-14 13:43:15.481290,Utkarsh,Career_Passion
71313,811143997631758358,Explorin#4311,2021-11-27 05:05:00,"Day 26 done - Meditation + Workout

Realization: Im far away from my dream personality. Consistent realizations about self fuels you to grind everyday to unleash your true personality.",null,🔥 (3),null,3,college-life-problems,184.0,2021-11-27,2022-07-14 13:43:15.486210,Utkarsh,Mindset_Mentorship
71314,811143997631758358,Explorin#4311,2021-11-27 05:14:00,"5th Word - Agile

Meaning - Able to move quickly and easily

Context: This precious word imprinted my mind when heard it by one of my mentors today. I personally felt really great the moment I heard this. And I instantly related to this as Explorin's way of working is agile. Team of great start ups are agile.",null,🔥 (3),null,3,core-triggers,310.0,2021-11-27,2022-07-14 13:43:15.491091,Utkarsh,Mindset_Mentorship
71315,760346075994390538,argus#2468,2021-11-28 00:56:00,Meditation and exercises done,null,null,null,0,college-life-problems,29.0,2021-11-28,2022-07-14 13:43:15.495505,Utkarsh,Mindset_Mentorship
71316,756950949053857903,Keshav Bidawatka#6333,2021-11-28 12:38:00,"Hii @sourabkumar004 @Explorin 
Should we first go for a user research of the different steps in the user journey, such as:
https://docs.google.com/document/d/13BXLsS-20APWlqo8GceNczbK1mEFUefdmmSY9fuQUO0/edit?usp=sharing

Or should we fix one single goal from the journey and then go into depth?",null,null,null,0,finance,294.0,2021-11-28,2022-07-14 13:43:15.499776,Utkarsh,Career_Passion
71317,811143997631758358,Explorin#4311,2021-11-28 16:37:00,Day 27 done - Meditation+ Workout done 🔥,null,null,null,0,college-life-problems,40.0,2021-11-28,2022-07-14 13:43:15.504318,Utkarsh,Mindset_Mentorship
71318,811143997631758358,Explorin#4311,2021-11-28 16:38:00,"Learning: Keep going, its gonna be a great journey",null,null,null,0,college-life-problems,50.0,2021-11-28,2022-07-14 13:43:15.508639,Utkarsh,Mindset_Mentorship
71319,811143997631758358,Explorin#4311,2021-11-28 17:00:00,nan,https://cdn.discordapp.com/attachments/894962526947774494/914478384820682812/20211128_170025.jpg,💯 (2),image,2,finance,nan,2021-11-28,2022-07-14 13:43:15.513556,Utkarsh,Career_Passion
71320,811143997631758358,Explorin#4311,2021-11-28 17:11:00,"Hey,

I would follow the following approach:

Goal 1 - Identify the primary steps in the user flow

Goal 2 - Once you have identified all the steps, its time to perform detailed analysis of each step to figure out all the probable actions that a user might take.

Goal 3 - Now, piece all steps together to create an overall user flow ( consider all possibilities ). The aim is to draw the user journey flow chart.
 

PS: ""Step"" here refers to a process that will lead users to take a specific action. Practically speaking, there can be multiple user pathways. So, your focus should be to identify the pieces of a puzzle --> then know all of them --> Successfully piece them together in multiple ways",null,🔥 (3),null,3,finance,699.0,2021-11-28,2022-07-14 13:43:15.517952,Utkarsh,Career_Passion
71321,756950949053857903,Keshav Bidawatka#6333,2021-11-28 18:06:00,"Awesome, thanks🤩",null,null,null,0,finance,16.0,2021-11-28,2022-07-14 13:43:15.522888,Utkarsh,Career_Passion
71322,908304807926833203,sourabkumar004#1267,2021-11-28 18:14:00,"Hey @Keshav Bidawatka 
Ram already gave an interesting approach.
Everyone has an approach of their own and all are perfectly fine. It is more about with which you are comfortable.
If you don't have a comfortable process of your own, go with experiencing the journey yourself, and then deep dive into the pain points in each section",null,💯 (2),null,2,finance,331.0,2021-11-28,2022-07-14 13:43:15.527134,Utkarsh,Career_Passion
71323,811143997631758358,Explorin#4311,2021-11-29 04:36:00,"6th Word - Calisthenics

Meaning - A form of strength training entailing exercises performed with body weight.

Context: Got excited upon hearing this word from a revolutionary explorer today. Through Calisthenics, he has upleveled his fitness during 1st covid outbreak. The best thing about this is that most calisthenics exercises can be performed without any equipments, whilst providing the benefits of muscular conditioning 🔥",null,🔥 (3),null,3,core-triggers,430.0,2021-11-29,2022-07-14 13:43:15.531554,Utkarsh,Mindset_Mentorship
71324,811143997631758358,Explorin#4311,2021-11-29 04:37:00,"PS: Also, added it to my fitness routine by practising it🥳",null,null,null,0,core-triggers,58.0,2021-11-29,2022-07-14 13:43:15.535990,Utkarsh,Mindset_Mentorship
71325,790253032260239380,Tarun_17#4341,2021-11-29 07:22:00,"Hey Explorers!!

Missing Finance Jargons??
Ummmm!! I'm on Leave till December 31st due to End Sem's Exam
I will Get back, with stuffed jargon after that

Thank You",null,null,null,0,college-life-problems,163.0,2021-11-29,2022-07-14 13:43:15.540833,Utkarsh,Mindset_Mentorship
71326,716857725195255910,Khush#2152,2021-11-29 10:22:00,"Hey Guys, this side Khushal ,excited to meet you all . I am really passionate about singular creation or taking things from 0 to 1 , and onboarding Explorin for the Product management role .",null,🔥 (6),null,6,finance,190.0,2021-11-29,2022-07-14 13:43:15.545522,Utkarsh,Career_Passion
71327,824899964655370241,Rupam#3277,2021-11-29 18:03:00,"Hey khushal, Good to hear that. All the best for product management!",null,👍 (1),null,1,finance,68.0,2021-11-29,2022-07-14 13:43:15.550127,Utkarsh,Career_Passion
71328,811143997631758358,Explorin#4311,2021-11-29 19:14:00,"Hi Tarun,

Yea, I have been missing it. All the best, Dreamer ❤️",null,null,null,0,college-life-problems,64.0,2021-11-29,2022-07-14 13:43:15.555025,Utkarsh,Mindset_Mentorship
71329,811143997631758358,Explorin#4311,2021-11-29 19:15:00,"Day 28 - Meditation done ( workout rest )

Learning: Keep going, its just a day. You have a legacy to build which needs years 🔥",null,null,null,0,college-life-problems,127.0,2021-11-29,2022-07-14 13:43:15.559344,Utkarsh,Mindset_Mentorship
71330,902507732278579210,Aryan370718#9138,2021-11-30 09:18:00,"Hi guys, this is Aryan
I'm currently a 1st year student at Chitkara University, Chandigarh
I'm off to a new start and currently exploring the career of a full stack developer",null,null,null,0,software-development,174.0,2021-11-30,2022-07-14 13:43:15.564025,Utkarsh,Career_Passion
71331,902507732278579210,Aryan370718#9138,2021-11-30 09:20:00,Starting with front end development,null,🔥 (4),null,4,software-development,35.0,2021-11-30,2022-07-14 13:43:15.568276,Utkarsh,Career_Passion
71332,801665653467643944,anuj#7534,2021-11-30 21:50:00,Will share weekly results with you.,null,null,null,0,college-life-problems,35.0,2021-11-30,2022-07-14 13:43:15.572819,Utkarsh,Mindset_Mentorship
71333,801665653467643944,anuj#7534,2021-11-30 21:50:00,"Hiilo everyone!!  As a experiment, I am Sharing my goals for the next month december to create accountability for self.  The goal is to build consistency in whatever things I pick. 1. Hit gym atleast 5 times a week 2. Maintain healthy Diet(Allowed : One/two cheat meal every week ) 3. Meditation every day 4. Explore atleast one new career in a week  5. Reading atleast 2 hours a day.",null,🥳 (2),null,2,college-life-problems,384.0,2021-11-30,2022-07-14 13:43:15.577122,Utkarsh,Mindset_Mentorship
71334,760346075994390538,argus#2468,2021-12-01 00:28:00,"Hey Aryan, curious to know about your experience of full stack development.. All the best for your journey ahead!",null,null,null,0,software-development,113.0,2021-12-01,2022-07-14 13:43:15.581956,Utkarsh,Career_Passion
71335,760346075994390538,argus#2468,2021-12-01 00:34:00,"That's great anuj!  
Let's conquer our goals together :fire:",null,null,null,0,college-life-problems,60.0,2021-12-01,2022-07-14 13:43:15.586350,Utkarsh,Mindset_Mentorship
71336,760346075994390538,argus#2468,2021-12-01 00:36:00,"Day 28 rest 
Day 29 Meditation done",null,null,null,0,college-life-problems,35.0,2021-12-01,2022-07-14 13:43:15.590874,Utkarsh,Mindset_Mentorship
71337,811143997631758358,Explorin#4311,2021-12-01 15:10:00,"7th Word - Mindful

Meaning: Conscious or focusing our awareness on the present moment

Context: Found this elegant word while  surfing 
🥳",null,🔥 (1),null,1,core-triggers,138.0,2021-12-01,2022-07-14 13:43:15.595105,Utkarsh,Mindset_Mentorship
71338,811143997631758358,Explorin#4311,2021-12-01 15:10:00,Unleashing passion 🔥,null,null,null,0,college-life-problems,20.0,2021-12-01,2022-07-14 13:43:15.599132,Utkarsh,Mindset_Mentorship
71339,811143997631758358,Explorin#4311,2021-12-01 15:11:00,"Day 29 Meditation done 

Feeling: Becoming unstoppable with every passing day.",null,🔥 (1),null,1,college-life-problems,78.0,2021-12-01,2022-07-14 13:43:15.603557,Utkarsh,Mindset_Mentorship
71340,811143997631758358,Explorin#4311,2021-12-01 15:12:00,Calisthenics Day 3 done🔥,null,null,null,0,college-life-problems,24.0,2021-12-01,2022-07-14 13:43:15.608109,Utkarsh,Mindset_Mentorship
71341,747173110108782643,Kishlay#5029,2021-12-01 15:23:00,"Hi Aryan, all the best for your new journey....I hope you will find it exciting🔥🔥",null,null,null,0,software-development,81.0,2021-12-01,2022-07-14 13:43:15.612573,Utkarsh,Career_Passion
71342,790253032260239380,Tarun_17#4341,2021-12-01 16:04:00,"Hi Aryan, Glad that you are unleashing your hidden potential by exploring 🔥",null,null,null,0,software-development,75.0,2021-12-01,2022-07-14 13:43:15.616988,Utkarsh,Career_Passion
71343,790253032260239380,Tarun_17#4341,2021-12-01 16:56:00,"It's Time, You will not Miss",null,null,null,0,college-life-problems,28.0,2021-12-01,2022-07-14 13:43:15.621395,Utkarsh,Mindset_Mentorship
71344,790253032260239380,Tarun_17#4341,2021-12-01 16:56:00,"Hey @Khush  *“At the heart of every product person, there’s a desire to make someone’s life easier or simpler. If we listen to the customer and give them what they need, they’ll reciprocate with love and loyalty to your brand.”*  Excited to Listen to your PM Exploration Journey 💖",null,🔥 (3),null,3,finance,280.0,2021-12-01,2022-07-14 13:43:15.625517,Utkarsh,Career_Passion
71345,790253032260239380,Tarun_17#4341,2021-12-01 16:59:00,"Day-19

Jargon: Arbitrage

Arbitrage is an opportunity to make free money by taking advantage of a price discrepancy for the same asset.

A really simple example would be if XYZ stock sold on both NASDAQ and NYSE. On NASDAQ the stock was trading for $99 a share and on NYSE, $100 per share.

You could buy 100 shares on NASDAQ for $9,900 and instantly flip the shares on NYSE for $10,000 making $100 profit completely risk-free.

This is known as Pure Arbitrage.

Risk Arbitrage is similar, but it’s with a bit of a gamble included so you could potentially be wrong and end up losing.

Arbitrage used to exist but in practice it is VERY difficult for regular retail investors to take advantage of these opportunities nowadays since market makers have powerful algos seeking and taking advantage of these the moment they exist, closing the gap instantly.

Arbitrage isn’t just about stocks, it could also work across multiple assets.

For example, you could purchase an asset in one country and sell it in another where there is a mismatch in currency exchange rates.",null,👍 (1),null,1,college-life-problems,1066.0,2021-12-01,2022-07-14 13:43:15.630314,Utkarsh,Mindset_Mentorship
71346,790253032260239380,Tarun_17#4341,2021-12-01 17:00:00,@all Is there anyone who is Exploring Trading ??,null,null,null,0,finance,48.0,2021-12-01,2022-07-14 13:43:15.634781,Utkarsh,Career_Passion
71347,811143997631758358,Explorin#4311,2021-12-02 14:00:00,"Meditation Day 30 done
Calisthenics Day 4 done

Feeling: Its not just a day, its the only day when you can unleash your inner gifts  ❤️",null,🔥 (1),null,1,college-life-problems,135.0,2021-12-02,2022-07-14 13:43:15.639869,Utkarsh,Mindset_Mentorship
71348,790253032260239380,Tarun_17#4341,2021-12-02 17:34:00,"Day-20

Jargon: Asset Class

We already discussed “asset” (our first jargon). There are tangible and intangible assets.

We defined stocks (common and preferred), but there are many other assets.

The official online definition of the asset class is:

“An asset class is a grouping of investments that exhibit similar characteristics and are subject to the same laws and regulations.”

Each “type” of asset is in a class of its own, hence “asset class”.

Stocks are part of the EQUITY asset class.

This is because when you own a stock you own equity in a company.

Over the next week, we’ll break down the other popular asset classes.",null,💯 (1),null,1,college-life-problems,635.0,2021-12-02,2022-07-14 13:43:15.644588,Utkarsh,Mindset_Mentorship
71349,801665653467643944,anuj#7534,2021-12-02 20:52:00,Yeah man!! Me,null,null,null,0,finance,13.0,2021-12-02,2022-07-14 13:43:15.649271,Utkarsh,Career_Passion
71350,790253032260239380,Tarun_17#4341,2021-12-02 21:34:00,Great @anuj  would love to hear the journey ❤️,null,null,null,0,finance,46.0,2021-12-02,2022-07-14 13:43:15.653697,Utkarsh,Career_Passion
71351,811143997631758358,Explorin#4311,2021-12-02 23:54:00,"8th Word - Excruciating 

Meaning: Intensely painful

Context: Picked this high intensity word while talking to one of my mentors.",null,💯 (1),null,1,core-triggers,130.0,2021-12-02,2022-07-14 13:43:15.658085,Utkarsh,Mindset_Mentorship
71352,760346075994390538,argus#2468,2021-12-03 00:11:00,Mediation and exercises done!,null,null,null,0,college-life-problems,29.0,2021-12-03,2022-07-14 13:43:15.662430,Utkarsh,Mindset_Mentorship
71353,790253032260239380,Tarun_17#4341,2021-12-03 16:59:00,"Day-21

Jargon: Cash and Cash Equivalent

The important thing to know about this asset class is that it is the most liquid of all asset classes.

From a regulatory perspective, this is an extremely important asset class for big banks as they might need some extra cash on hand quickly if some of their more risky trades turn sour.

Often this asset class is also turned to when a party needs to post collateral.

So what can be liquidated quickly?

> Cash
> Govt Bonds
> Commercial Paper

From an accounting perspective, cash and cash equivalents help companies with their working capital needs since these liquid assets are used to pay off current liabilities, which are short-term debts and bills.

You’re generally not expecting amazing returns from this asset class. Unlike other asset classes, its purpose is those mentioned above, not to earn profits.

A few items in this definition we did not cover yet, but we will shortly: Collateral, regulatory, Govt Bonds, Commercial Paper, working capital, current liabilities.",null,null,null,0,college-life-problems,1024.0,2021-12-03,2022-07-14 13:43:15.666734,Utkarsh,Mindset_Mentorship
71354,811143997631758358,Explorin#4311,2021-12-03 20:18:00,"Meditation 31 Done

Calisthenics off due to a minor cramp in abdominal",null,null,null,0,college-life-problems,70.0,2021-12-03,2022-07-14 13:43:15.671132,Utkarsh,Mindset_Mentorship
71355,811143997631758358,Explorin#4311,2021-12-04 21:16:00,"Meditation Day 32 done

Learning: The more you explore your fears, the deeper you gain the clarity about self",null,null,null,0,college-life-problems,109.0,2021-12-04,2022-07-14 13:43:15.675576,Utkarsh,Mindset_Mentorship
71356,811143997631758358,Explorin#4311,2021-12-04 21:18:00,"Calisthenics Day 5 done 🔥 

Josh: Onwards and Upwards. With the eternal support of you guys, Im able to cross my limits fearlessly 🔥",null,null,null,0,college-life-problems,132.0,2021-12-04,2022-07-14 13:43:15.679878,Utkarsh,Mindset_Mentorship
71357,811143997631758358,Explorin#4311,2021-12-04 22:09:00,"9th word - Intact

Meaning: Whole; complete; unbroken etc

Context: A word with multiple meanings but the core of the feeling remains the same and intact. During this modern time, India needs an intact community to invoke a revolution in the heart of passionate Indians🔥",null,🔥 (2),null,2,core-triggers,270.0,2021-12-04,2022-07-14 13:43:15.684251,Utkarsh,Mindset_Mentorship
71358,760346075994390538,argus#2468,2021-12-05 00:55:00,Mediation and exercises done!,null,🔥 (1),null,1,college-life-problems,29.0,2021-12-05,2022-07-14 13:43:15.688434,Utkarsh,Mindset_Mentorship
71359,801665653467643944,anuj#7534,2021-12-05 03:18:00,"It started way back in march 2020. One of my friend told me that he has made a demat account and has began purchasing stocks, that ignited  curiosity inside me. I used to send him money and we purchased stocks over news and emotions(made some profits though,market recover krrha tha to jo khreeda profit hogya lol) then I started reading and watching videos regarding stock market, things started making sense. I religiously followed akshat shrivastava(an Insead Alum) ,read finshots & the ken  for almost 1.5 year. I studied nothing but finanance, learned basic concepts of economics, fundamental analysis and technical analysis. Made my own demat account and made a lot of trades to get my hands dirty along with learning new concepts day by day.
The best thing I liked about stock market is I can connect it with humans, there is a lot of similarity between stocks and humans. On the other hand,As a retail investor I hate lack of information and inabilty to judge management of a company, you can't manage to know what's going inside a management of a company. Reducing the timeframe of investment would elimimate this factor which led me to trading. I learned trading strategies and was fascinated by  the simplicity they 
create.Made some pretty profits too by following the trading strategies. Trading in derivatives is an equational game, means if you win someone else loose. Making a career in trading(working for trading/quant firms) seemed non meaningful to me, you are just snatching money from others and putting it in someone else's pocket. While I will continue to learn this skill but will use it only for personal finance purposes.",null,"⭐ (3),🔥 (2)",null,5,finance,1648.0,2021-12-05,2022-07-14 13:43:15.693275,Utkarsh,Career_Passion
71360,801665653467643944,anuj#7534,2021-12-05 03:21:00,So this was my experience. I am Open to discuss anything regarding stocks and finanace(both quantitative and corporate),null,null,null,0,finance,119.0,2021-12-05,2022-07-14 13:43:15.698297,Utkarsh,Career_Passion
71361,801665653467643944,anuj#7534,2021-12-05 03:23:00,"The best thing about the experience is nothing was forced, everything happened naturally and I enjoyed the process.",null,🔥 (1),null,1,finance,115.0,2021-12-05,2022-07-14 13:43:15.702465,Utkarsh,Career_Passion
71362,790253032260239380,Tarun_17#4341,2021-12-05 06:18:00,"Day-22

Jargon: Alternative Investments

We already covered the major asset classes: Equity, Fixed Income, Cash, or Cash Equivalent.

There are quite a few additional asset classes but most institutions don’t agree on how to categorize them.

Some institutions put them all in a catch-all bucket called “Alternative Investments”, while some institutions categorize them individually.

Since I would like to move on to new topics I’m going to bucket them here as well.

Here are a few asset classes that might fall in the alternative bucket or might stand on their own:

1. Real Estate – Land & Property
2. Commodities – Gold, Minerals, Oil, Grains, Beef, etc.
3. Cryptocurrency – Bitcoin, ETH, Dogecoin, Potcoin, etc.
4. Art – Paintings, sculptors, etc.
5. Private Equity
…and more

Most analytic-driven firms won’t bucket all of these into one “Alternatives” bucket because commodities are affected by seasonality while art is not. Bucketing like this isn’t very safe for making assumptions about investments or risks given how different these asset classes are.

Another example: Real estate is a very stable investment. Crypto is more erratic than Goofy on drugs.",null,👍 (1),null,1,college-life-problems,1166.0,2021-12-05,2022-07-14 13:43:15.706754,Utkarsh,Mindset_Mentorship
71363,720383886424670219,SimpHunter#2160,2021-12-05 09:36:00,@Prashant Jindal,null,null,null,0,finance,16.0,2021-12-05,2022-07-14 13:43:15.710994,Utkarsh,Career_Passion
71364,720383886424670219,SimpHunter#2160,2021-12-05 09:36:00,sir i had some doubts about the trading assignment,null,null,null,0,finance,50.0,2021-12-05,2022-07-14 13:43:15.715453,Utkarsh,Career_Passion
71365,811143997631758358,Explorin#4311,2021-12-05 12:03:00,"Meditation Day 33 done

Calisthenics Day 6 done

Learning: Consistent actions towards your goal is what adds glory to your life. He who is living aimlessly is being fooled by the wonders of ignorance. He who is living purposefully is conquering the realm of ignorance.",null,null,null,0,college-life-problems,268.0,2021-12-05,2022-07-14 13:43:15.720001,Utkarsh,Mindset_Mentorship
71366,811143997631758358,Explorin#4311,2021-12-05 13:26:00,"10th word - Bestowed

Meaning - to grant; confer 

Context: Got this magical word while watching the life story of Shri Adi Shankaracharya. What a legendary person he was. His perfect commentary on the ancient scriptures made him immortal forever ❤️",null,🔥 (1),null,1,core-triggers,249.0,2021-12-05,2022-07-14 13:43:15.724560,Utkarsh,Mindset_Mentorship
71367,816363194699743262,Prashant Jindal#5435,2021-12-05 16:37:00,"Hey Aayush!!
You can ask your doubts here!!",null,null,null,0,finance,43.0,2021-12-05,2022-07-14 13:43:15.729315,Utkarsh,Career_Passion
71368,777181941974958080,ATHARVA#5766,2021-12-06 12:37:00,"I have little bit doubt in forecast leases in future. @Senpai_JJ  sir, can i conclude that future leases payment to be 250M each over the 5 year or is it 250M total amount to be paid over the 5 year (from the pic) .",https://cdn.discordapp.com/attachments/894962526947774494/917311387867439104/IMG_20211206_123049.jpg,null,image,0,finance,215.0,2021-12-06,2022-07-14 13:43:15.733710,Utkarsh,Career_Passion
71369,790253032260239380,Tarun_17#4341,2021-12-06 16:06:00,"Day-23

Jargon: Bonds

A bond is a fixed income instrument. It’s a loan made by YOU the “bondholder” to a corporation or government “the issuer” to help them raise money for use in their company or government. This is paid back either slowly over time or as a lump sum, often many years later.

***Storytime***

Zapple Computing is excited to release its latest offering the iBalloon, a balloon that streams both party streamers AND music! Sadly, they have run out of funds for manufacturing. Already pretty diluted, they don’t want to offer up any more equity of the company (stock issuance) to raise capital, so instead, they offer YOU, Jane Doe, a BOND in exchange for a gazillion dollars.

They then use the gazillion dollars and invest it all in their iBalloon product which is a colossal failure.

The company goes bankrupt and you never see a penny back on your gazillion dollar investment.

Sad times.",null,null,null,0,college-life-problems,909.0,2021-12-06,2022-07-14 13:43:15.737958,Utkarsh,Mindset_Mentorship
71370,760346075994390538,argus#2468,2021-12-06 16:49:00,"hi comrades!
I'm not able to access the sample case study in the goal 3 of product mgmt 
has anyone faced this issue ?",null,null,null,0,finance,118.0,2021-12-06,2022-07-14 13:43:15.742581,Utkarsh,Career_Passion
71371,760346075994390538,argus#2468,2021-12-06 16:58:00,nan,"https://cdn.discordapp.com/attachments/894962526947774494/917376879957266503/unknown.png,https://cdn.discordapp.com/attachments/894962526947774494/917376880183762974/unknown.png",null,image,0,finance,nan,2021-12-06,2022-07-14 13:43:15.747339,Utkarsh,Career_Passion
71372,861866796977225769,himanshu#6252,2021-12-06 16:58:00,I am facing this issue too Abhiroop.,null,😯 (1),null,1,finance,36.0,2021-12-06,2022-07-14 13:43:15.752060,Utkarsh,Career_Passion
71373,811143997631758358,Explorin#4311,2021-12-06 19:10:00,"11th Word - Disparity

Meaning - difference, inconsistency

Context: Found this word from an eye-opening vlog by Deshbhakht. Sharing the vlog link for curious explorers: https://youtu.be/2Yd0CmOt0-M",null,🔥 (1),null,1,core-triggers,198.0,2021-12-06,2022-07-14 13:43:15.756774,Utkarsh,Mindset_Mentorship
71374,861866796977225769,himanshu#6252,2021-12-06 19:58:00,"Seems like it got fixed @argus 
Working fine for me now",null,null,null,0,finance,55.0,2021-12-06,2022-07-14 13:43:15.761423,Utkarsh,Career_Passion
71375,556120232582971424,Senpai_JJ#8864,2021-12-06 21:58:00,Hi. These are 250M for a period of 5 years. 1-5 years to be precise. So that will be paid off before that time frame.,null,null,null,0,finance,117.0,2021-12-06,2022-07-14 13:43:15.766126,Utkarsh,Career_Passion
71376,777181941974958080,ATHARVA#5766,2021-12-06 22:09:00,okk sir!!,null,null,null,0,finance,9.0,2021-12-06,2022-07-14 13:43:15.771014,Utkarsh,Career_Passion
71377,811143997631758358,Explorin#4311,2021-12-06 22:09:00,"Meditation Day 34 done

Calisthenics Day 7 done

Question: Wondering if there are any ways where acquiring knowledge can be treated as an expression of gaining practical experience?",null,null,null,0,college-life-problems,181.0,2021-12-06,2022-07-14 13:43:15.775386,Utkarsh,Mindset_Mentorship
71378,760346075994390538,argus#2468,2021-12-07 01:10:00,"yeah, it's working now!",null,null,null,0,finance,23.0,2021-12-07,2022-07-14 13:43:15.780019,Utkarsh,Career_Passion
71379,760346075994390538,argus#2468,2021-12-07 01:11:00,Meditation and exercises done!,null,null,null,0,college-life-problems,30.0,2021-12-07,2022-07-14 13:43:15.784509,Utkarsh,Mindset_Mentorship
71380,790253032260239380,Tarun_17#4341,2021-12-07 09:46:00,"@SimpHunter Would love to hear doubts regarding Trading Assignment, shoot on ⚡️",null,null,null,0,finance,79.0,2021-12-07,2022-07-14 13:43:15.789407,Utkarsh,Career_Passion
