AuthorID,Author,Date,Content,Attachments,Reactions,Channel_name,Attachment_type,ReactionsCount,Content_Length,dt
7.56951E+17,Keshav Bidawatka#6333,2021-12-23 00:59:00,Day14 reading done!,null,null,reading,null,0,19,2021-12-23
8.01666E+17,anuj#7534,2021-12-23 02:54:00,"Day 10 done, mini reading day.",null,null,reading,null,0,30,2021-12-23
8.01666E+17,anuj#7534,2021-12-23 02:55:00,Day 13 done chest triceps targeted,null,🔥 (1),physical-fitness,null,1,34,2021-12-23
8.01666E+17,anuj#7534,2021-12-23 02:55:00,Day 13 done,null,null,meditation,null,0,11,2021-12-23
8.11144E+17,Explorin#4311,2021-12-23 03:04:00,"Meditation Day 14 & 15 done

Experience: Meditated inside our holy river Ganga on 1st day and on 2nd day, did it along the river bank. Overall, the experience was different and new as well❤️",null,null,meditation,null,0,190,2021-12-23
8.11144E+17,Explorin#4311,2021-12-23 03:07:00,"That's interesting 💥

PS - Apologies for my delayed response, was out in Rishikesh with our Dream Team. We are back with higher energies and a deeper understanding about each other🔥 .",null,❤️ (1),vocabulary,null,1,183,2021-12-23
8.11144E+17,Explorin#4311,2021-12-23 03:11:00,"Word 24: Pragmatic 

Meaning: Realistic or Practical 

Usage: Technology enthusiasts usually have more pragmatic approach towards life in comparison to creative souls😇",null,null,vocabulary,null,0,167,2021-12-23
8.11144E+17,Explorin#4311,2021-12-23 03:17:00,"Day 21 & 22 highly productive in terms of physical fitness. 

Activities performed:
1. Calisthenics with Jai and others
2. 6 Km trek with the Dream Team
3. Played outdoor sports for a while
4. Walked around 5 Km on mountains and plains combined",null,🔥 (1),physical-fitness,null,1,244,2021-12-23
8.11144E+17,Explorin#4311,2021-12-23 03:19:00,"All the very best for the life-changing journey, Aryan 🔥! I hope your dedication for meditation exploration cultivates a new mindset in you 💙",null,null,meditation,null,0,141,2021-12-23
8.11144E+17,Explorin#4311,2021-12-23 03:24:00,"Day 12 reading done

Experiment - Revamped my instagram feed by unfollowing all distractions and followed back great philosophers, marketers, designers, entrepreneurs, spiritual masters and content creators etc. Trying to optimize the consumption rate of true knowledge 🔥",null,🔥 (3),reading,null,3,271,2021-12-23
8.11144E+17,Explorin#4311,2021-12-23 03:26:00,,https://cdn.discordapp.com/attachments/917775514259845130/923333112602169384/Screenshot_20211223-032526_Instagram.jpg,❤️ (1),reading,image,1,,2021-12-23
8.11144E+17,Explorin#4311,2021-12-23 03:26:00,A sample screenshot,null,null,reading,null,0,19,2021-12-23
9.02508E+17,Aryan370718#9138,2021-12-23 07:36:00,"Sry forgot to write yesterday
Day 2 meditation done 👍
Sat for 2 mins 15 seconds",null,null,meditation,null,0,79,2021-12-23
9.02508E+17,Aryan370718#9138,2021-12-23 07:36:00,Thx alot,null,null,meditation,null,0,8,2021-12-23
8.01666E+17,anuj#7534,2021-12-23 14:26:00,"Word 9 eclectic
Meaning:  deriving ideas from a wide range of sources
Usage:  My friend circle consists of eclectic peeps",null,null,vocabulary,null,0,121,2021-12-23
8.01666E+17,anuj#7534,2021-12-23 15:02:00,"Word 10 collate
Meaning: collecting information from different sources",null,null,vocabulary,null,0,70,2021-12-23
8.01666E+17,anuj#7534,2021-12-23 20:23:00,Day 14 done back biceps targeted,null,null,physical-fitness,null,0,32,2021-12-23
7.56951E+17,Keshav Bidawatka#6333,2021-12-24 02:42:00,"Word 11: opacarophile
Meaning: a person who loves sunset
Context: Found this as the name of someone's newsletter. Found it extremely refreshing and soulful. 
You can check out that newsletter here: https://www.linkedin.com/newsletters/the-opacarophile-s-soul-talk-6879766873102159872/",null,💯 (1),vocabulary,null,1,284,2021-12-24
8.11144E+17,Explorin#4311,2021-12-24 06:07:00,Meditation day 16 done,null,null,meditation,null,0,22,2021-12-24
8.11144E+17,Explorin#4311,2021-12-24 06:10:00,https://www.thoughtco.com/maslows-hierarchy-of-needs-4582571,https://cdn.discordapp.com/attachments/917775514259845130/923736801653436487/IMG-20211224-WA0001.jpg,🔥 (1),reading,image,1,60,2021-12-24
8.11144E+17,Explorin#4311,2021-12-24 06:11:00,A paragon of wholesome approach towards life,null,null,reading,null,0,44,2021-12-24
8.11144E+17,Explorin#4311,2021-12-24 06:12:00,Day 13 done,null,🔥 (1),reading,null,1,11,2021-12-24
8.11144E+17,Explorin#4311,2021-12-24 06:12:00,"Day 23 done 

Did only 1 set of pushups 🔥",null,null,physical-fitness,null,0,41,2021-12-24
8.01666E+17,anuj#7534,2021-12-24 19:49:00,Day 15 done shoulder abs targeted,null,null,physical-fitness,null,0,33,2021-12-24
8.01666E+17,anuj#7534,2021-12-24 19:49:00,Day 14 done day,null,null,meditation,null,0,15,2021-12-24
7.60346E+17,argus#2468,2021-12-25 00:01:00,"meditation day 8,9 done!",null,null,meditation,null,0,24,2021-12-25
8.11144E+17,Explorin#4311,2021-12-25 06:15:00,Day 17 done,null,null,meditation,null,0,11,2021-12-25
8.11144E+17,Explorin#4311,2021-12-25 06:15:00,"Had a packed day, so did 2 min meditation 🧘‍♀️",null,null,meditation,null,0,46,2021-12-25
8.11144E+17,Explorin#4311,2021-12-25 06:21:00,"Word 25: Escalate

Meaning: increase rapidly",null,💯 (1),vocabulary,null,1,44,2021-12-25
8.11144E+17,Explorin#4311,2021-12-25 06:21:00,Day 14 rest day,null,null,reading,null,0,15,2021-12-25
8.11144E+17,Explorin#4311,2021-12-25 06:22:00,Day 24 pushups,null,null,physical-fitness,null,0,14,2021-12-25
8.01666E+17,anuj#7534,2021-12-25 16:04:00,DAY 11 mini reading day,null,null,reading,null,0,23,2021-12-25
8.01666E+17,anuj#7534,2021-12-25 16:04:00,day 12 mini reading day,null,null,reading,null,0,23,2021-12-25
8.11144E+17,Explorin#4311,2021-12-26 00:50:00,Day 18 done and dusted with a great experience,null,null,meditation,null,0,46,2021-12-26
8.11144E+17,Explorin#4311,2021-12-26 00:50:00,"Breathing Meditation done 🧘‍♀️ 

Experience: When you are able to disassociate yourself from mind, and realize the breathing process of the entire body through cosmic waves, the energy you imbibe is 🔥",null,null,meditation,null,0,200,2021-12-26
8.11144E+17,Explorin#4311,2021-12-26 02:54:00,"Day 15 done

Started a new book by Coleman Barks with Title, ""Rumi's little gift of love and laughter""",null,🔥 (1),reading,null,1,102,2021-12-26
8.11144E+17,Explorin#4311,2021-12-26 02:54:00,,https://cdn.discordapp.com/attachments/917775514259845130/924412410612293662/20211226_025441.jpg,null,reading,image,0,,2021-12-26
8.11144E+17,Explorin#4311,2021-12-26 02:55:00,Day 25 pushups done,null,null,physical-fitness,null,0,19,2021-12-26
8.61867E+17,himanshu#6252,2021-12-26 02:55:00,Workout skipped for today! :p,null,🙌 (1),physical-fitness,null,1,29,2021-12-26
8.61867E+17,himanshu#6252,2021-12-26 02:56:00,Mediation done for today! 🙂,null,null,meditation,null,0,27,2021-12-26
8.01666E+17,anuj#7534,2021-12-27 00:11:00,day 16 workout skipped,null,null,physical-fitness,null,0,22,2021-12-27
8.01666E+17,anuj#7534,2021-12-27 00:11:00,day 17 chest triceps targeted,null,🔥 (1),physical-fitness,null,1,29,2021-12-27
8.01666E+17,anuj#7534,2021-12-27 00:12:00,day 13 done read about hyperbolic discounting,null,null,reading,null,0,45,2021-12-27
8.11144E+17,Explorin#4311,2021-12-27 15:05:00,"Day 18 meditation done 🧘‍♀️ 

Experience: Everything dies with your death except for *****. The ultimate goal is to realize *****, which I personally believe could be personalized based on one's life purpose. 

A part of my purpose is to carry along my truest bonds to the place where I go post death.",null,🔥 (1),meditation,null,1,301,2021-12-27
8.11144E+17,Explorin#4311,2021-12-27 15:05:00,"Word 26: Decisive

Meaning: final; conclusive 

Usage: Decisiveness is one of the prominent qualities of great Kings.",null,🎯 (2),vocabulary,null,2,117,2021-12-27
8.11144E+17,Explorin#4311,2021-12-27 15:05:00,Day 25 dance workout done ✔ 💪,null,🔥 (1),physical-fitness,null,1,29,2021-12-27
7.56951E+17,Keshav Bidawatka#6333,2021-12-27 19:09:00,"Word 12: Schlep
Meaning: someone that is very difficult, tedious unpleasant to do
Context: Was reading a Paul Graham blog, where he says that our unconscious doesn't let us see ideas that involve painful schleps. This phenomenon is called schlep blindness",null,"❤️ (1),💯 (1)",vocabulary,null,2,255,2021-12-27
8.11144E+17,Explorin#4311,2021-12-27 19:20:00,"Day 19 meditation done

Experience: Meditated at the foot of Neelkanth valley and along the bank of our holy river Ganga. It is truly said ""Flowing water has its own energy"". This self-discovery activity has become a drug for my soul. Excited to know your meditation experiences",null,null,meditation,null,0,278,2021-12-27
8.11144E+17,Explorin#4311,2021-12-27 19:33:00,"Day 26 done

Had a great adventurous experience. Also, reached my physical limits of forearms after performing 17 out of 20 rope course hurdles. A quote of Bruce Lee was constantly playing inside my head, ""Be water my friend"" 

My josh to achieve the best version of my physical fitness has engulfed all my body muscles. ✊💥",null,♥️ (2),physical-fitness,null,2,323,2021-12-27
8.11144E+17,Explorin#4311,2021-12-27 19:44:00,,https://cdn.discordapp.com/attachments/917775616852500560/925028995521720380/20211227_131511_1.mp4,"🤗 (3),💯 (2)",physical-fitness,video,5,,2021-12-27
8.11144E+17,Explorin#4311,2021-12-27 19:45:00,A glimpse!!,null,null,physical-fitness,null,0,11,2021-12-27
7.56951E+17,Keshav Bidawatka#6333,2021-12-27 23:11:00,woww! you are an embodiment of flamboyance,null,🙌 (1),physical-fitness,null,1,42,2021-12-27
7.79048E+17,Priyanshu Solanki#0864,2021-12-27 23:18:00,"Hello everyone, Priyanshu Solanki this side!
I am a student from second year(B.Tech) at IIT Roorkee.
I have explored Game Development, Frontend..looking forward towards Full Stack.",null,null,software-development,null,0,180,2021-12-27
7.79048E+17,Priyanshu Solanki#0864,2021-12-27 23:20:00,I need review for my frontend task.,"https://cdn.discordapp.com/attachments/894962480084815873/925083228438691880/Screenshot_232.png,https://cdn.discordapp.com/attachments/894962480084815873/925083228639985674/Screenshot_233.png",👍 (1),software-development,image,1,35,2021-12-27
8.16948E+17,sparkling#3483,2021-12-27 23:22:00,"Hii everyone...Ruchika here!
I am a student at IIT Roorkee..from BTech program(second year).
I have explored Graphic Designing.",null,🎉 (4),design,null,4,127,2021-12-27
8.61867E+17,himanshu#6252,2021-12-27 23:23:00,"That’s great @sparkling!
How was your experience?",null,null,design,null,0,49,2021-12-27
8.61867E+17,himanshu#6252,2021-12-27 23:24:00,Looks good to me! 🥳,null,👍 (1),software-development,null,1,19,2021-12-27
8.61867E+17,himanshu#6252,2021-12-27 23:24:00,Great @Priyanshu Solanki!,null,null,software-development,null,0,25,2021-12-27
8.16948E+17,sparkling#3483,2021-12-27 23:25:00,I was familiar with Illustrator platform..but had learned to use Figma as well!,null,null,design,null,0,79,2021-12-27
8.16948E+17,sparkling#3483,2021-12-27 23:25:00,It was a nice learning experience for me.,null,null,design,null,0,41,2021-12-27
9.02508E+17,Aryan370718#9138,2021-12-27 23:40:00,"Got into a fight today here at hostel 😅
But handled it really calmly 
Guess the meditation is really working
Completed a week of meditation 👍",null,null,meditation,null,0,141,2021-12-27
8.01666E+17,anuj#7534,2021-12-27 23:46:00,"Day 18, 3 Km 🏃  .",null,🔥 (1),physical-fitness,null,1,17,2021-12-27
8.01666E+17,anuj#7534,2021-12-27 23:47:00,Day 14 done learned about mental models,null,null,reading,null,0,39,2021-12-27
7.60346E+17,argus#2468,2021-12-28 00:08:00,"Meditation day 10,11 done!",null,null,meditation,null,0,26,2021-12-28
8.11144E+17,Explorin#4311,2021-12-28 00:24:00,Ohh! Feels good to hear that. You alright?,null,null,meditation,null,0,42,2021-12-28
8.11144E+17,Explorin#4311,2021-12-28 00:27:00,Sounds intriguing 🔥 🤩,null,null,reading,null,0,21,2021-12-28
8.11144E+17,Explorin#4311,2021-12-28 00:27:00,Can you please share your creation here?,null,null,design,null,0,40,2021-12-28
8.11144E+17,Explorin#4311,2021-12-28 00:28:00,Your kindness fuels my passion ❤️,null,❤️ (2),physical-fitness,null,2,33,2021-12-28
7.56951E+17,Keshav Bidawatka#6333,2021-12-28 00:29:00,,https://cdn.discordapp.com/attachments/917775514259845130/925100607923187722/IMG_20211228_002724.jpg,null,reading,image,0,,2021-12-28
7.56951E+17,Keshav Bidawatka#6333,2021-12-28 00:29:00,"Day 15, 16, 17 reading done
Learning: Empathy can be deployed to solve even the problems in machines",null,null,reading,null,0,100,2021-12-28
9.02508E+17,Aryan370718#9138,2021-12-28 00:29:00,Yup I'm fine,null,🙌 (2),meditation,null,2,12,2021-12-28
8.11144E+17,Explorin#4311,2021-12-28 00:31:00,That's the flame of true passion for machinery,null,💯 (1),reading,null,1,46,2021-12-28
8.11144E+17,Explorin#4311,2021-12-28 00:52:00,Skipped reading for Day 27,null,null,reading,null,0,26,2021-12-28
8.11144E+17,Explorin#4311,2021-12-28 12:28:00,,https://cdn.discordapp.com/attachments/917775440624631848/925281620980801566/IMG-20211227-WA0028.jpg,null,meditation,image,0,,2021-12-28
7.31604E+17,Shlok#5529,2021-12-28 12:35:00,"Looks good. Great job!

You can also try aligning this form  vertically centre and giving padding + box width in better ratios.
And if you further wish to explore front-end, try playing with css :)",null,💯 (3),software-development,null,3,197,2021-12-28
9.08305E+17,sourabkumar004#1267,2021-12-28 17:45:00,"Hello everyone,
Me and a friend are working towards understanding the behavior that people experience while looking for Pay Later Cards/Credit Cards.
If you have ever thought of getting a credit card or applied for one, please fill this form.
We have only 6 questions and none is a personal question, so don't worry on that side :)

https://forms.gle/SZekdFEM9LeFLJSs7",null,"👀 (4),🔥 (1)",ask-anything,null,5,368,2021-12-28
7.56951E+17,Keshav Bidawatka#6333,2021-12-28 22:26:00,"Phrase 2: two peas in a pod
Meaning: so similar as to be indistinguishable

Context: Was reading a blog on ed-tech startups which deploy Income Sharing Agreement(ISA). The author says that the enrollment evaluation of these startups for education and entry-level recruitment of companies are very similar. So, essentially these startups recruit the students who would have got jobs without their help.
Usage: The twins are like two peas in a pod.",null,null,vocabulary,null,0,446,2021-12-28
6.27117E+17,vedant11#6910,2021-12-28 23:05:00,"Both of them look good in general
I'm not a designer nor a front-end specialist
But I'll tell what I think

things I liked:
table:
- good background choice
- proportions of logo and table seems proper enough
- adding border radius is a good choice in modern design terms since it gives a natural look
form:
- I think you went for  sweet large black buttons with white text fields, that'd look sweet

can add finishing:
- top margin could've been added
table: 
- width of the table spanning the complete page seems a bit off. Usually people want to move their eyes only a bit. 
- modern designs are usually a bit 'flat' looking rather than 3-d looking; slim borders and no/soft shadows will avoid giving it a 3-d look
-  Probably, black border on an orange button isn't the best choice; such details add up to give things unprofessional look
- margin between two columns can either be completely eliminated or increased a bit. Looks bit off, personally. 
-small but bold texts get hard to read on low-res screens
form:
- width vs height ratio could've been more natural, I think
- left aligned placeholder texts would give your form a look that it's narrower
- again, padding between the Submit button and last field would be great",null,"❤️ (4),💯 (2)",software-development,null,6,1230,2021-12-28
6.27117E+17,vedant11#6910,2021-12-28 23:19:00,"Continuing with day 1
Started technical reading
- encryption techniques and applications
- let's say A sent B a padlock and A kept the key with it. B attached a box and locked it (locking doesn't require a key). The parcel is sent back to A and only by using the key, can A access the content of the box. This is how private and public keys are used. Public keys are used to validate that the padlock belongs to A, in this case",https://cdn.discordapp.com/attachments/917775514259845130/925445300515127336/20211228_231859.jpg,🔥 (2),reading,image,2,427,2021-12-28
8.01666E+17,anuj#7534,2021-12-29 00:01:00,Day 19 back biceps targeted,null,null,physical-fitness,null,0,27,2021-12-29
8.11144E+17,Explorin#4311,2021-12-29 03:01:00,"Word 27: Manhandling 

Meaning: handle (someone) roughly by dragging or pushing.

Usage: Yesterday close to 2500 docs including female doc and others too were manhandled in the Sarojini Nagar, Delhi Police Station",null,💯 (1),vocabulary,null,1,213,2021-12-29
8.11144E+17,Explorin#4311,2021-12-29 03:17:00,"Day 20 meditation done

Experience: Explored a new form of focused attention meditation today in which the object of focus is your own voice. You tend to experience the sensation of the echo of the one word you chant. The aim is to gain complete focus towards the object of focus.",null,null,meditation,null,0,280,2021-12-29
8.11144E+17,Explorin#4311,2021-12-29 03:18:00,"Day 27 done: back, shoulders, biceps targeted",null,null,physical-fitness,null,0,45,2021-12-29
8.01666E+17,anuj#7534,2021-12-29 03:23:00,Day 15 took a day off,null,null,reading,null,0,21,2021-12-29
8.11144E+17,Explorin#4311,2021-12-29 03:35:00,"Day 28 done

Studied how focused attention meditation really works. Below are the 5 steps as per CalmSage, which one may follow to practice it:

Step 1: Pick A Target
Step 2: Correct Your Posture
Step 3: Shift Your Attention On Your Target 
Step 4: Quiet Your Mind
Step 5: Keep Practicing

HAPPY MEDITATION",null,null,reading,null,0,306,2021-12-29
7.88988E+17,Eshu_Gupta#8549,2021-12-29 05:31:00,"Hello everyone, I am Eshu Gupta student of 2nd yr, BTech IITR.
Here, from today I am starting self-mirror-talk growth streak & I will be sharing my learnings & experiences daily.",null,null,self-mirror-talk,null,0,178,2021-12-29
7.88988E+17,Eshu_Gupta#8549,2021-12-29 05:31:00,Learning: We should express our views & thoughts freely & do whatever we want to do...without thinking about how others will think or react.,null,🌟 (4),self-mirror-talk,null,4,140,2021-12-29
8.16948E+17,sparkling#3483,2021-12-29 10:58:00,,https://cdn.discordapp.com/attachments/894962555536179220/925621235323387944/Bday_card.png,null,design,image,0,,2021-12-29
8.16948E+17,sparkling#3483,2021-12-29 11:06:00,"Hi everybody!
This is my first design at Figma.
Eager to know ur reviews on it..",null,null,design,null,0,80,2021-12-29
8.95643E+17,Mk#4262,2021-12-29 13:05:00,Skipped some days,null,null,reading,null,0,17,2021-12-29
8.95643E+17,Mk#4262,2021-12-29 13:06:00,"Started reading again today, today's reading done",null,null,reading,null,0,49,2021-12-29
8.11144E+17,Explorin#4311,2021-12-29 19:44:00,"Proud of you for starting the most challenging streak, Champion! You are on the path to conquer your mind 🔥🔥🔥",null,😌 (1),self-mirror-talk,null,1,109,2021-12-29
8.01666E+17,anuj#7534,2021-12-29 19:47:00,*do whatever we want to do untill it does not hurt others,null,null,self-mirror-talk,null,0,57,2021-12-29
8.11144E+17,Explorin#4311,2021-12-29 19:49:00,"Day 21 meditation done

Experience: Felt an ecstatic rush of inner energy flowing in my veins. Exploring the hidden secrets about myself. It has truly become a drug for my soul🤩 .",null,null,meditation,null,0,179,2021-12-29
8.11144E+17,Explorin#4311,2021-12-29 19:50:00,"On point, Anuj Prabhu!",null,null,self-mirror-talk,null,0,22,2021-12-29
8.01666E+17,anuj#7534,2021-12-29 19:51:00,Prabhu😂😂,null,🙌 (1),self-mirror-talk,null,1,8,2021-12-29
6.99635E+17,rahul1721#6405,2021-12-29 22:05:00,"1. Information prioritization- Less attention is given to Kabir's birthday party. 
2. Hierarchy can be improved. ( alignment, placement etc) 
3. Graphic usage. The motive of poster should look obvious on the poster. One should understand the motive without reading for obvious posters. ( birthday, anniversary, new year etc)",null,💯 (1),design,null,1,324,2021-12-29
8.249E+17,Rupam#3277,2021-12-30 02:57:00,"Glad to see your submission!Talking about the feedback- Something i liked about this is visual balance is  maintained to an extent. Speaking of other things 
1) Font type could be better. ""a"" of Recreation is not readable enough.
2)And also 3 different fonts are used which are distracting.
3)Also try picking a better color instead of grey and also you may try using less saturated color for those yellow circles. And also those grey blocks can be removed.
4) Illustration is not very clear surely you can find a better illustration
5)Font sizes are needed to be reconsidered for ""you are invited to"" and ""friends lets celebrate together""",null,null,design,null,0,639,2021-12-30
8.11144E+17,Explorin#4311,2021-12-30 03:27:00,Day 28 done: Pushups done,null,null,physical-fitness,null,0,25,2021-12-30
8.11144E+17,Explorin#4311,2021-12-30 03:55:00,"Day 29 Mini reading done

Started a new chapter, ""The Seven Dimensions of Thinking""",null,null,reading,null,0,83,2021-12-30
7.74644E+17,utkarsh#1616,2021-12-30 22:50:00,Day 1 meditation done.,null,null,meditation,null,0,22,2021-12-30
7.60346E+17,argus#2468,2021-12-30 23:45:00,Meditation day 12 done!,null,null,meditation,null,0,23,2021-12-30
8.11144E+17,Explorin#4311,2021-12-31 06:01:00,Day 29 pushups done,null,null,physical-fitness,null,0,19,2021-12-31
8.11144E+17,Explorin#4311,2021-12-31 06:01:00,Day 22 meditation done,null,null,meditation,null,0,22,2021-12-31
8.11144E+17,Explorin#4311,2021-12-31 06:13:00,Day 30 micro reading done,null,null,reading,null,0,25,2021-12-31
7.88988E+17,Eshu_Gupta#8549,2021-12-31 10:09:00,"Day 2 done
Experience: Doing what you love....with your team...just feels amazing.",null,🔥 (1),self-mirror-talk,null,1,82,2021-12-31
7.56951E+17,Keshav Bidawatka#6333,2021-12-31 16:05:00,Is this Kindle?,null,null,reading,null,0,15,2021-12-31
7.79048E+17,Priyanshu Solanki#0864,2021-12-31 16:47:00,Thank u sir,null,null,software-development,null,0,11,2021-12-31
7.79048E+17,Priyanshu Solanki#0864,2021-12-31 16:48:00,Yeah sure. Thanks👍🏻,null,null,software-development,null,0,19,2021-12-31
7.79048E+17,Priyanshu Solanki#0864,2021-12-31 16:49:00,Yes i will learn more from this. Thanks,null,null,software-development,null,0,39,2021-12-31
8.16948E+17,sparkling#3483,2021-12-31 17:51:00,Thank you for your feedbacks...They'll help me in optimizing my design!,null,🔥 (1),design,null,1,71,2021-12-31
8.01666E+17,anuj#7534,2021-12-31 18:16:00,Celebrated the efforts and growth I have made with a run.,https://cdn.discordapp.com/attachments/917775616852500560/926456286227341323/nrc-20211231_181021-stickered.jpg,🔥 (1),physical-fitness,image,1,57,2021-12-31
8.11144E+17,Explorin#4311,2021-12-31 18:17:00,Unleashing the hidden inspiration 🙏🙏,null,null,physical-fitness,null,0,36,2021-12-31
8.11144E+17,Explorin#4311,2021-12-31 18:22:00,"Word 28: Infiltrate 

Meaning: Penetrate 

Usage: Don't let the thoughts of fearful people around you infiltrate into your passionate mind",null,🔥 (1),vocabulary,null,1,138,2021-12-31
8.11144E+17,Explorin#4311,2021-12-31 18:48:00,Day 31 done,null,null,reading,null,0,11,2021-12-31
8.11144E+17,Explorin#4311,2021-12-31 18:50:00,,https://cdn.discordapp.com/attachments/917775514259845130/926464768389312602/Screenshot_20211231-175032_Drive.jpg,💯 (1),reading,image,1,,2021-12-31
8.11144E+17,Explorin#4311,2021-12-31 18:50:00,Learning of the day,null,null,reading,null,0,19,2021-12-31
7.56951E+17,Keshav Bidawatka#6333,2021-12-31 21:14:00,"""You must stay drunk on writing so reality cannot destroy you."" 
- Ray Bradbury

Welcome comrades to your dream writing universe :)

You can share anything you write here, be it fiction or non-fiction, prose or poetry.

If you wanted to write, but couldn't take the first steps, it's time to take the plunge. 

Nobody would judge you. The community would always hold your back and help you in fulfilling your wildest writing dreams.",null,😍 (1),writing,null,1,432,2021-12-31
7.56951E+17,Keshav Bidawatka#6333,2021-12-31 21:17:00,Here's a micro piece I wrote today: https://www.linkedin.com/posts/keshav-bidawatka-3323b2176_2021wrapped-reflection-selfawareness-activity-6882645667890655232-811B,null,"🔥 (4),🥳 (1)",writing,null,5,164,2021-12-31
8.11144E+17,Explorin#4311,2022-01-01 01:22:00,Wish you all a year full of passion ❤️ 🔥,null,null,meditation,null,0,40,2022-01-01
8.11144E+17,Explorin#4311,2022-01-01 01:53:00,"Day 30 done: back, shoulders, biceps targeted",null,null,physical-fitness,null,0,45,2022-01-01
8.11144E+17,Explorin#4311,2022-01-01 02:45:00,"Day 23 done 

Experiment: Consider your mind a garden having two types of trees: neem and mango, i.e. positive n negative. In process of meditation, you cultivate an invisible power to identify and replace neem tress with mango trees. Just imagine a life full of sweet and loving thoughts 🤩

Thanks to my meditation comrade, Khushal for enlightening me with the aforementioned mindset 💙",null,🔥 (1),meditation,null,1,386,2022-01-01
8.01666E+17,anuj#7534,2022-01-01 19:06:00,"Relapsing my streak.
Day 1- 4hr of continuous intense dancing done.",null,"🥳 (3),🎉 (1)",physical-fitness,null,4,67,2022-01-01
8.01666E+17,anuj#7534,2022-01-01 19:06:00,"Relapsing my streak.
Day 1  1-1.5hr of reading done.",null,🔥 (1),reading,null,1,52,2022-01-01
8.61867E+17,himanshu#6252,2022-01-01 19:21:00,Teach me! I would love to dance too @anuj! 🥳🥳😛,null,null,physical-fitness,null,0,46,2022-01-01
9.0619E+17,Pratham#3737,2022-01-01 19:41:00,Good evening everyone.,null,null,software-development,null,0,22,2022-01-01
9.0619E+17,Pratham#3737,2022-01-01 19:43:00,"Actually, I am doing full-stack development, and in that when I am creating a Django project, I am getting an error.",null,null,software-development,null,0,116,2022-01-01
9.0619E+17,Pratham#3737,2022-01-01 19:43:00,"File ""manage.py"", line 17
    ) from exc
         ^
SyntaxError: invalid syntax",null,null,software-development,null,0,79,2022-01-01
9.0619E+17,Pratham#3737,2022-01-01 19:43:00,what should i do now,null,null,software-development,null,0,20,2022-01-01
7.16858E+17,Khush#2152,2022-01-01 21:53:00,"Reading done
Health and appearance like circumstance our shaped by our thoughts . Real Glow comes bcoz of constructive thoughts and not by glow  and lovely😄😄",null,❤️ (2),reading,null,2,157,2022-01-01
8.61867E+17,himanshu#6252,2022-01-02 01:20:00,"Hey @Pratham 
1. Is your virtualenv (venv) activated?
2. Which python version are you using?
3. Did you install Django in a virtual environment?",null,null,software-development,null,0,144,2022-01-02
8.11144E+17,Explorin#4311,2022-01-02 01:50:00,"Day 24 done

Started this year by earning an amazing meditation experience. Broke my all previous records today...meditated for 70-72 min and realized the power of breathe. Wish you all have a great meditative year 🔥. My passion for meditation has outgrown my passion for any other self-exploration activity. Let's see what the future holds for us",null,🥳 (1),meditation,null,1,347,2022-01-02
8.11144E+17,Explorin#4311,2022-01-02 01:52:00,That's really great. Do you also have any clip by any chance?,null,null,physical-fitness,null,0,61,2022-01-02
8.11144E+17,Explorin#4311,2022-01-02 01:52:00,Power of thoughts 🤩,null,null,reading,null,0,19,2022-01-02
8.11144E+17,Explorin#4311,2022-01-02 01:53:00,"Day 31 Calisthenics done

Balancing, stretching, and pushups done💙",null,null,physical-fitness,null,0,66,2022-01-02
8.11144E+17,Explorin#4311,2022-01-02 02:16:00,,https://cdn.discordapp.com/attachments/917775514259845130/926939497042690068/20220102_021628.jpg,❤️ (1),reading,image,1,,2022-01-02
8.11144E+17,Explorin#4311,2022-01-02 02:16:00,Day 32 done,null,null,reading,null,0,11,2022-01-02
7.56951E+17,Keshav Bidawatka#6333,2022-01-02 02:18:00,"I am restarting my reading journey with a rekindled fire.
Day 1 reading done
Have started a new fiction book named ""Brave New World"". 
It's based on a dystopian society where till now I was introduced to a Hatchery and Conditioning Centre, where children are created outside the womb and cloned in order to increase the population.  So, the complex processes involved in the labs were kinda boring to read.",null,❤️ (2),reading,null,2,406,2022-01-02
8.11144E+17,Explorin#4311,2022-01-02 02:21:00,"Word 29: timid 

Meaning: A timid thought is a reflective of a weak and hopeless mind.",null,😍 (1),vocabulary,null,1,86,2022-01-02
7.56951E+17,Keshav Bidawatka#6333,2022-01-02 02:23:00,"Have started my meditation journey to seek inner peace
Day1: Did guided breath meditation
Experience: Inhaling and exhaling the cool winter air felt icy cold. Don't miss out on this peaceful adventure",null,null,meditation,null,0,200,2022-01-02
7.88988E+17,Eshu_Gupta#8549,2022-01-02 02:38:00,"Day 3 done
Realisation : The best way to get a good & restful night sleep is having a good & lively day & working hard throughout the day.",null,💯 (4),self-mirror-talk,null,4,138,2022-01-02
7.56951E+17,Keshav Bidawatka#6333,2022-01-02 02:39:00,"Word 13: Soliloquize
Meaning:  The act of speaking to oneself
Usage: I usually soliloquize while thinking about something",null,null,vocabulary,null,0,121,2022-01-02
7.16858E+17,Khush#2152,2022-01-02 02:59:00,"Day 1  - stating my streak again
Experience - when u surrender everything , then comes love and compassion . And truth reveal itself which without surrender is meaningless",null,"💯 (2),❤️ (1)",meditation,null,3,171,2022-01-02
7.16858E+17,Khush#2152,2022-01-02 14:50:00,"Reading done
Learned about the neurology side of various physchedelics substances and its uses",null,🔥 (1),reading,null,1,94,2022-01-02
